x, y
21.91129883843717, 1.025608194622279
22.21929032548302, 1.0736235595390524
34.604891300704935, 1.8629961587708066
38.01478352692713, 1.8975672215108834
40.39070749736008, 2.0704225352112675
41.71066525871172, 2.201024327784891
43.55860612460401, 2.274007682458387
45.934530095036955, 2.2548015364916774
46.72650475184794, 2.3124199743918052
48.04646251319957, 2.3546734955185658
49.89440337909187, 2.3661971830985915
52.53431890179514, 2.350832266325224
54.1182682154171, 2.373879641485275
55.966209081309394, 2.381562099871959
59.13410770855332, 2.3777208706786173
61.24604012671594, 2.4199743918053778
63.357972544878564, 2.4545454545454546
64.14994720168954, 2.431498079385403
65.46990496304117, 2.381562099871959
66.78986272439282, 2.3008962868117795
65.99788806758184, 2.3354673495518563
68.13181843903651, 2.274007682458387
69.9797593049288, 2.2202304737516005
70.50774240946946, 2.1933418693982074
70.77173396173978, 2.147247119078105
72.88366637990241, 2.1049935979513443
75.52358190260567, 2.162612035851472
79.98944033790919, 2.0435339308578744
82.36536430834212, 2.0396927016645328
86.58922914466737, 1.882202304737516
88.9651531151003, 1.855313700384123
93.71700105596621, 1.6325224071702944
97.94086589229144, 1.5825864276568502
100.84477296726504, 1.4596670934699103
103.74868004223865, 1.444302176696543
111.93241816261879, 1.1600512163892445
115.8922914466737, 1.117797695262484
121.43611404435057, 0.9295774647887324
125.13199577613516, 0.9372599231754161
134.1077085533263, 0.6991037131882202
137.80359028511086, 0.6914212548015365
143.0834213305174, 0.5915492957746479
147.30728616684266, 0.5070422535211268
152.5871172122492, 0.4494238156209987
158.3949313621964, 0.3841229193341869
167.8986272439282, 0.3265044814340589
171.59450897571276, 0.2612035851472471
179.25026399155226, 0.23047375160051214
185.58606124604012, 0.18437900128040974
193.76979936642027, 0.15749039692701663
199.31362196409714, 0.15749039692701663
206.7053854276663, 0.13060179257362356
213.83315733896515, 0.10755441741357234
221.2249208025343, 0.08066581306017925
229.14466737064413, 0.08066581306017925
234.95248152059133, 0.0499359795134443
241.02428722280885, 0.0499359795134443
245.2481520591341, 0.046094750320102434
23.27525653456433, 1.1235595390524968
23.51724610535119, 1.1715749039692702
24.5732123144325, 1.2215108834827144
26.157161628054464, 1.263764404609475
26.949136284865446, 1.3175416133162612
27.213127837135772, 1.3674775928297054
28.005102493946755, 1.413572343149808
28.797077150757737, 1.4635083226632521
29.325060255298393, 1.5211267605633803
30.117034912109375, 1.5787451984635084
30.645018016650027, 1.6363636363636362
31.43699267346101, 1.6862996158770807
32.756950434812644, 1.7400768245838667
33.812916643893956, 1.8092189500640203
39.35673924157083, 1.9513444302176697
39.620730793841155, 2.0128040973111396
40.94068855519279, 2.135723431498079
41.996654764274105, 2.235595390524968
77.89950587303862, 2.112676056338028
83.4433284707155, 1.9935979513444302
84.4992946797968, 1.9551856594110115
90.04311727747368, 1.8130601792573622
91.36307503882531, 1.7592829705505761
92.1550496956363, 1.7093469910371317
92.94702435244727, 1.674775928297055
95.58693987515055, 1.6017925736235594
99.8108047114758, 1.5364916773367476
100.07479626374612, 1.4942381562099871
73.93963258898371, 2.1318822023047375
77.10753121622764, 2.143405889884763
79.21946363439025, 2.0704225352112675
77.10753121622764, 2.143405889884763
85.55526088887811, 1.909090909090909
105.35462730915266, 1.4020486555697822
106.41059351823397, 1.3482714468629962
107.20256817504496, 1.3060179257362357
108.52252593639659, 1.259923175416133
110.10647525001856, 1.206145966709347
113.80235698180314, 1.12829707068762
116.4422725045064, 1.0783610911741757
117.76223026585805, 1.0322663408540733
118.81819647493936, 0.9938540489206545
120.138154236291, 0.9592829861805777
123.57004441580526, 0.9285531526338427
126.73794304304917, 0.8901408607004241
128.32189235667113, 0.8478873395736636
129.64185011802277, 0.8094750476402448
130.96180787937442, 0.7672215265134843
132.54575719299638, 0.7288092345800656
139.67352910429523, 0.6443021923265445
141.25747841791718, 0.6058899003931257
144.4253770451611, 0.5636363792663652
145.74533480651274, 0.5252240873329466
149.44121653829734, 0.48681179539952785
151.0251658519193, 0.4752881078195022
154.72104758370386, 0.4253521283060579
156.30499689732585, 0.40998721153269047
160.26487018138076, 0.37541614879261365
161.84881949500272, 0.36005123201924616
164.64713156034475, 0.33700385685919493
169.50457451084222, 0.29475033573243437
174.6788105466172, 0.26017927299235755
177.05473451705012, 0.24481435621899006
182.07057401018636, 0.20640206428557137
188.67036281694453, 0.1910371475122039
191.57426989191814, 0.17183100154549455
196.59010938505435, 0.15262485557878522
201.8699404304609, 0.13725993880541773
204.24586440089385, 0.13341870961207586
210.04047816758924, 0.11805379283870839
217.4322416311584, 0.09884764687199904
224.0320304379166, 0.0796415009052897
226.9359375128902, 0.07580027171194782
232.21576855829676, 0.07195904251860595
237.49559960370328, 0.04891166735855473
250.167194112679, 0.04507043816521287
258.6149237853295, 0.037387979778529125
260.99084775576245, 0.02586429219850352
263.894754830736, 0.02586429219850352
266.79866190570965, 0.02202306300516165
270.4945436374942, 0.018181833811819783
272.60647605565686, 0.02586429219850352
254.1270673967339, 0.041229208971871
